Best Val Accuracy: 0.8383,Epoch: 10

epoch,accuracy,loss,val_accuracy,val_loss
1,0.5741388201713562,0.7086573839187622,0.4051896333694458,0.7063314914703369
2,0.6739889979362488,0.5832042694091797,0.7564870119094849,0.5121856331825256
3,0.7413879036903381,0.5104352235794067,0.8043912053108215,0.46765533089637756
4,0.7718422412872314,0.4775209426879883,0.802395224571228,0.434489369392395
5,0.7918123006820679,0.4511754810810089,0.7764471173286438,0.4535357356071472
6,0.7913130521774292,0.4426606595516205,0.7784430980682373,0.445625364780426
7,0.8147778511047363,0.41781625151634216,0.8243513107299805,0.38863199949264526
8,0.8127808570861816,0.42206886410713196,0.826347291469574,0.40426039695739746
9,0.8277583718299866,0.3965511620044708,0.8243513107299805,0.39046162366867065
10,0.8267598748207092,0.39367395639419556,0.8383233547210693,0.3756771981716156
