Best Val Accuracy: 0.8483,Epoch: 6

epoch,accuracy,loss,val_accuracy,val_loss
1,0.6220669150352478,0.7935030460357666,0.6626746654510498,0.5445118546485901
2,0.7468796968460083,0.5105595588684082,0.7884231805801392,0.463878870010376
3,0.787319004535675,0.4662589132785797,0.8143712282180786,0.42917385697364807
4,0.819770336151123,0.4331279993057251,0.832335352897644,0.4084828197956085
5,0.8242636322975159,0.40532004833221436,0.8423153758049011,0.4018767774105072
6,0.8212680816650391,0.4093724489212036,0.8483033776283264,0.3910067677497864
7,0.8407388925552368,0.3837999999523163,0.7984032034873962,0.4578002691268921
8,0.8282576203346252,0.39738884568214417,0.8043912053108215,0.4527069628238678
9,0.8427358865737915,0.377096563577652,0.832335352897644,0.43049538135528564
10,0.8472291827201843,0.3735511898994446,0.8303393125534058,0.41026368737220764
