Best Val Accuracy: 0.8762,Epoch: 9

epoch,accuracy,loss,val_accuracy,val_loss
1,0.651522696018219,0.6116828918457031,0.7644710540771484,0.49461063742637634
2,0.7568647265434265,0.49848902225494385,0.8043912053108215,0.4262508749961853
3,0.7998002767562866,0.4417068660259247,0.826347291469574,0.39240995049476624
4,0.8352471590042114,0.3935944736003876,0.8383233547210693,0.3698176443576813
5,0.8532201647758484,0.36859995126724243,0.8483033776283264,0.36474454402923584
6,0.8577134013175964,0.3406201899051666,0.8423153758049011,0.38385581970214844
7,0.8736894726753235,0.3263818025588989,0.8622754216194153,0.3395085334777832
8,0.8811782598495483,0.3057931363582611,0.8582834601402283,0.3407367169857025
9,0.883175253868103,0.2911318242549896,0.8762475252151489,0.34154942631721497
10,0.8891662359237671,0.278693825006485,0.8722555041313171,0.3337862491607666
