Best Val Accuracy: 0.8466,Epoch: 19

epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.6118211150169373,0.6640204787254333,0.6166134476661682,0.6271167397499084,0.0010000000474974513
2,0.6825079917907715,0.5677878856658936,0.6932907104492188,0.5231002569198608,0.0010000000474974513
3,0.7368211150169373,0.5037029981613159,0.7635782957077026,0.48293018341064453,0.0010000000474974513
4,0.769568681716919,0.4808076024055481,0.7763578295707703,0.46351394057273865,0.0010000000474974513
5,0.7883386611938477,0.44756796956062317,0.7955271601676941,0.49187344312667847,0.0010000000474974513
6,0.8047124743461609,0.4278717041015625,0.7891373634338379,0.43929365277290344,0.0010000000474974513
7,0.8071086406707764,0.42068159580230713,0.805111825466156,0.42827358841896057,0.0010000000474974513
8,0.8258786201477051,0.4040585160255432,0.8274760246276855,0.4416320025920868,0.0010000000474974513
9,0.8186901211738586,0.4058794677257538,0.8115016222000122,0.41811174154281616,0.0010000000474974513
10,0.8270766735076904,0.3885734975337982,0.8210862874984741,0.4050406813621521,0.0010000000474974513
11,0.8310703039169312,0.3865903317928314,0.8274760246276855,0.4063165783882141,0.0010000000474974513
12,0.8286741375923157,0.3825726807117462,0.8146964907646179,0.4119655191898346,0.0010000000474974513
13,0.8366613388061523,0.36813950538635254,0.8274760246276855,0.393908828496933,0.0010000000474974513
14,0.8438498377799988,0.3664047420024872,0.8146964907646179,0.3995848298072815,0.0010000000474974513
15,0.8438498377799988,0.3579551577568054,0.8274760246276855,0.38774898648262024,0.0010000000474974513
16,0.8506389856338501,0.3517400920391083,0.8338658213615417,0.3773460388183594,0.0010000000474974513
17,0.8526358008384705,0.3478986620903015,0.8274760246276855,0.3850284814834595,0.0010000000474974513
18,0.8586261868476868,0.3419438600540161,0.8338658213615417,0.39336079359054565,0.0010000000474974513
19,0.8610223531723022,0.34005671739578247,0.8466453552246094,0.3644585609436035,0.0010000000474974513
20,0.8638178706169128,0.3326472342014313,0.830670952796936,0.36516281962394714,0.0010000000474974513
21,0.8654153347015381,0.3275461792945862,0.8338658213615417,0.39982321858406067,0.0010000000474974513
22,0.8566293716430664,0.3426198363304138,0.8434504866600037,0.3677866458892822,0.0010000000474974513
23,0.870207667350769,0.3185375928878784,0.8370606899261475,0.3622146546840668,0.0005000000237487257
24,0.8718051314353943,0.3171347379684448,0.840255618095398,0.35548123717308044,0.0005000000237487257
25,0.8734025359153748,0.31671661138534546,0.8370606899261475,0.3590492904186249,0.0005000000237487257
26,0.8757987022399902,0.3155549466609955,0.8338658213615417,0.3581347167491913,0.0005000000237487257
27,0.8706070184707642,0.315826416015625,0.830670952796936,0.35664212703704834,0.0005000000237487257
28,0.8698083162307739,0.31177929043769836,0.8466453552246094,0.35599976778030396,0.0002500000118743628
29,0.8785942196846008,0.3082174062728882,0.840255618095398,0.35270288586616516,0.0002500000118743628
30,0.8777955174446106,0.30711865425109863,0.840255618095398,0.356256365776062,0.0002500000118743628
31,0.8793929815292358,0.30551213026046753,0.8370606899261475,0.3604887127876282,0.0002500000118743628
32,0.875,0.3058446943759918,0.8370606899261475,0.3570758104324341,0.0002500000118743628
33,0.8789936304092407,0.3024529218673706,0.8338658213615417,0.3573261797428131,0.0001250000059371814
34,0.8789936304092407,0.302954763174057,0.840255618095398,0.3542759418487549,0.0001250000059371814
