Best Val Accuracy: 0.8920,Epoch: 41

epoch,accuracy,loss,val_accuracy,val_loss
1,0.5824999809265137,0.6534038782119751,0.6039999723434448,0.6652191877365112
2,0.6464999914169312,0.6162911653518677,0.6380000114440918,0.6300258636474609
3,0.7024999856948853,0.576095700263977,0.6779999732971191,0.6100685000419617
4,0.7254999876022339,0.5543321371078491,0.6919999718666077,0.603622317314148
5,0.7534999847412109,0.5318235158920288,0.7540000081062317,0.5500681400299072
6,0.7620000243186951,0.5151429772377014,0.6179999709129333,0.6534851789474487
7,0.7735000252723694,0.4971500039100647,0.7839999794960022,0.5129213929176331
8,0.7705000042915344,0.5032750368118286,0.7900000214576721,0.5184277296066284
9,0.8025000095367432,0.4524005651473999,0.7979999780654907,0.497126042842865
10,0.8065000176429749,0.4538193345069885,0.7519999742507935,0.525683581829071
11,0.8174999952316284,0.4499138295650482,0.8100000023841858,0.49639976024627686
12,0.8360000252723694,0.4103695750236511,0.8299999833106995,0.48454049229621887
13,0.8295000195503235,0.43121394515037537,0.8379999995231628,0.47126150131225586
14,0.8330000042915344,0.4133698642253876,0.8339999914169312,0.4849195182323456
15,0.840499997138977,0.4039522111415863,0.7919999957084656,0.5075767040252686
16,0.843999981880188,0.39601990580558777,0.7940000295639038,0.4990098774433136
17,0.8529999852180481,0.3874949812889099,0.8460000157356262,0.44943732023239136
18,0.859499990940094,0.39225107431411743,0.8019999861717224,0.46156036853790283
19,0.8550000190734863,0.3861787021160126,0.8299999833106995,0.44960203766822815
20,0.859000027179718,0.38116833567619324,0.843999981880188,0.4502381682395935
21,0.843500018119812,0.38719412684440613,0.8539999723434448,0.4678480327129364
22,0.859000027179718,0.3758808672428131,0.8519999980926514,0.440591424703598
23,0.8684999942779541,0.36880728602409363,0.7620000243186951,0.4889526665210724
24,0.8544999957084656,0.3885901868343353,0.8619999885559082,0.41970616579055786
25,0.8815000057220459,0.34944775700569153,0.8600000143051147,0.44527286291122437
26,0.8700000047683716,0.3626635670661926,0.843999981880188,0.4205153286457062
27,0.8805000185966492,0.33997586369514465,0.8460000157356262,0.4272046983242035
28,0.8805000185966492,0.3417462408542633,0.8539999723434448,0.4239879846572876
29,0.8920000195503235,0.326765239238739,0.8159999847412109,0.44565704464912415
30,0.8774999976158142,0.3364562392234802,0.8659999966621399,0.42533355951309204
31,0.875,0.34422948956489563,0.8420000076293945,0.42188388109207153
32,0.8914999961853027,0.32036885619163513,0.8040000200271606,0.5417129993438721
33,0.8865000009536743,0.3287018835544586,0.8299999833106995,0.39902597665786743
34,0.9014999866485596,0.3137345016002655,0.8679999709129333,0.4125744700431824
35,0.8834999799728394,0.32823270559310913,0.8679999709129333,0.46275365352630615
36,0.8989999890327454,0.3200191557407379,0.8600000143051147,0.38335514068603516
37,0.902999997138977,0.29562392830848694,0.8320000171661377,0.40300530195236206
38,0.8790000081062317,0.3239070475101471,0.8859999775886536,0.36347833275794983
39,0.890999972820282,0.31033843755722046,0.8759999871253967,0.39637207984924316
40,0.8880000114440918,0.3060658872127533,0.8820000290870667,0.39249926805496216
41,0.9004999995231628,0.29398587346076965,0.8920000195503235,0.36642447113990784
42,0.902999997138977,0.2967778146266937,0.8420000076293945,0.37778618931770325
43,0.8914999961853027,0.29654034972190857,0.8420000076293945,0.39845016598701477
44,0.8924999833106995,0.3164941966533661,0.8740000128746033,0.36604249477386475
45,0.902999997138977,0.2835024893283844,0.8159999847412109,0.42657700181007385
46,0.8840000033378601,0.32073256373405457,0.8859999775886536,0.3482443690299988
47,0.9114999771118164,0.27173277735710144,0.8679999709129333,0.3559209406375885
48,0.9129999876022339,0.2695458233356476,0.8640000224113464,0.35187625885009766
49,0.8999999761581421,0.2744119167327881,0.8600000143051147,0.3671013116836548
50,0.9020000100135803,0.2807464301586151,0.8840000033378601,0.35683855414390564
