Best Val Accuracy: 0.9040,Epoch: 94

epoch,accuracy,loss,val_accuracy,val_loss
1,0.5759999752044678,0.6728165745735168,0.5600000023841858,0.6632182002067566
2,0.6315000057220459,0.6273321509361267,0.621999979019165,0.6513882279396057
3,0.6625000238418579,0.6281236410140991,0.6460000276565552,0.6407542824745178
4,0.6675000190734863,0.6131072640419006,0.6399999856948853,0.6406618356704712
5,0.675000011920929,0.6051000952720642,0.6639999747276306,0.62457275390625
6,0.6804999709129333,0.5943294167518616,0.621999979019165,0.6885742545127869
7,0.6919999718666077,0.5817160606384277,0.7160000205039978,0.5981792211532593
8,0.718500018119812,0.5627434253692627,0.6880000233650208,0.6007251739501953
9,0.7509999871253967,0.5453996658325195,0.7239999771118164,0.5847337245941162
10,0.7555000185966492,0.5259180068969727,0.7620000243186951,0.5628611445426941
11,0.7894999980926514,0.4952715039253235,0.7059999704360962,0.6297668218612671
12,0.7990000247955322,0.486881285905838,0.7799999713897705,0.5641082525253296
13,0.7960000038146973,0.4717380404472351,0.7960000038146973,0.5317900776863098
14,0.8109999895095825,0.45538201928138733,0.800000011920929,0.5361074209213257
15,0.8224999904632568,0.43963924050331116,0.7580000162124634,0.5624729990959167
16,0.8195000290870667,0.43740662932395935,0.8140000104904175,0.49320679903030396
17,0.8029999732971191,0.4550337791442871,0.7839999794960022,0.5074198842048645
18,0.8324999809265137,0.43519800901412964,0.7440000176429749,0.6315889954566956
19,0.828499972820282,0.4152264893054962,0.7540000081062317,0.6135897040367126
20,0.8565000295639038,0.3791179060935974,0.8199999928474426,0.48818719387054443
21,0.8569999933242798,0.37182268500328064,0.843999981880188,0.43948882818222046
22,0.8410000205039978,0.3870275616645813,0.7919999957084656,0.5255466103553772
23,0.8600000143051147,0.36831119656562805,0.8420000076293945,0.4239126443862915
24,0.8755000233650208,0.3396734893321991,0.8539999723434448,0.4255114495754242
25,0.8849999904632568,0.32738643884658813,0.8460000157356262,0.4066940248012543
26,0.8700000047683716,0.33500897884368896,0.8299999833106995,0.4902205169200897
27,0.8740000128746033,0.3333970010280609,0.8519999980926514,0.48746931552886963
28,0.878000020980835,0.32117247581481934,0.871999979019165,0.41199713945388794
29,0.8899999856948853,0.31041452288627625,0.871999979019165,0.39145100116729736
30,0.8889999985694885,0.30886825919151306,0.8740000128746033,0.3985244631767273
31,0.8765000104904175,0.3263223171234131,0.7960000038146973,0.4522548317909241
32,0.8930000066757202,0.29743796586990356,0.8759999871253967,0.39913690090179443
33,0.8945000171661377,0.2932400703430176,0.8759999871253967,0.3684128224849701
34,0.9024999737739563,0.28094014525413513,0.843999981880188,0.46959808468818665
35,0.9024999737739563,0.2863365113735199,0.8180000185966492,0.4168127179145813
36,0.909500002861023,0.27318093180656433,0.8880000114440918,0.3747166693210602
37,0.921999990940094,0.2547444999217987,0.8840000033378601,0.37760087847709656
38,0.9014999866485596,0.2775939106941223,0.8820000290870667,0.3660276234149933
39,0.9135000109672546,0.2702036499977112,0.8759999871253967,0.353110134601593
40,0.9229999780654907,0.2440875917673111,0.8799999952316284,0.36288610100746155
41,0.9164999723434448,0.24804481863975525,0.8799999952316284,0.3748122751712799
42,0.9129999876022339,0.24951738119125366,0.8859999775886536,0.36754387617111206
43,0.9120000004768372,0.2637854516506195,0.8619999885559082,0.4516465365886688
44,0.9144999980926514,0.2477482557296753,0.871999979019165,0.3770120441913605
45,0.9254999756813049,0.2356615513563156,0.8920000195503235,0.382161021232605
46,0.9204999804496765,0.2444259226322174,0.8799999952316284,0.3648929297924042
47,0.9089999794960022,0.26926568150520325,0.8560000061988831,0.37270092964172363
48,0.9254999756813049,0.2349502295255661,0.8820000290870667,0.38994160294532776
49,0.9279999732971191,0.23433618247509003,0.8859999775886536,0.3961455523967743
50,0.9179999828338623,0.23308798670768738,0.871999979019165,0.34480226039886475
51,0.9315000176429749,0.21400679647922516,0.8880000114440918,0.3407382071018219
52,0.9265000224113464,0.2220669537782669,0.8759999871253967,0.33653146028518677
53,0.9279999732971191,0.21857088804244995,0.8679999709129333,0.3481568694114685
54,0.9304999709129333,0.2168673425912857,0.8820000290870667,0.3360164165496826
55,0.9284999966621399,0.20811262726783752,0.8880000114440918,0.37132593989372253
56,0.9315000176429749,0.2095647156238556,0.878000020980835,0.4093608558177948
57,0.9284999966621399,0.20966389775276184,0.8840000033378601,0.36824876070022583
58,0.9390000104904175,0.1966051161289215,0.8880000114440918,0.3279702067375183
59,0.9279999732971191,0.20766429603099823,0.8920000195503235,0.33951282501220703
60,0.9390000104904175,0.18832531571388245,0.8840000033378601,0.3757995069026947
61,0.9315000176429749,0.19607824087142944,0.8880000114440918,0.386290043592453
62,0.9275000095367432,0.20631450414657593,0.8939999938011169,0.3633037805557251
63,0.9200000166893005,0.209822416305542,0.8899999856948853,0.3161930739879608
64,0.9350000023841858,0.2073635756969452,0.8859999775886536,0.33881402015686035
65,0.9315000176429749,0.19627802073955536,0.8840000033378601,0.39040234684944153
66,0.9399999976158142,0.19365808367729187,0.8820000290870667,0.33728456497192383
67,0.9434999823570251,0.18030041456222534,0.8840000033378601,0.32687854766845703
68,0.9465000033378601,0.1751319169998169,0.8399999737739563,0.4089089035987854
69,0.9229999780654907,0.22085440158843994,0.8859999775886536,0.3127608001232147
70,0.9449999928474426,0.18056362867355347,0.8899999856948853,0.3211243450641632
71,0.9434999823570251,0.18083660304546356,0.8920000195503235,0.41713663935661316
72,0.9449999928474426,0.17274928092956543,0.8899999856948853,0.31699973344802856
73,0.9399999976158142,0.19289863109588623,0.8939999938011169,0.3100823163986206
74,0.9505000114440918,0.16291716694831848,0.8880000114440918,0.3462747633457184
75,0.9434999823570251,0.17403601109981537,0.8840000033378601,0.420529842376709
76,0.9490000009536743,0.17172996699810028,0.8820000290870667,0.3355855345726013
77,0.9509999752044678,0.15827541053295135,0.8859999775886536,0.34831666946411133
78,0.9545000195503235,0.1545148491859436,0.8500000238418579,0.38377195596694946
79,0.9509999752044678,0.16187487542629242,0.8880000114440918,0.33226001262664795
80,0.9539999961853027,0.1502009928226471,0.8899999856948853,0.4351072609424591
81,0.9580000042915344,0.14726954698562622,0.8920000195503235,0.3273860812187195
82,0.953499972820282,0.14972969889640808,0.8899999856948853,0.40963509678840637
83,0.9445000290870667,0.1667318046092987,0.8920000195503235,0.32825690507888794
84,0.9564999938011169,0.14858558773994446,0.8899999856948853,0.3238106071949005
85,0.9520000219345093,0.14388397336006165,0.8840000033378601,0.32665500044822693
86,0.9380000233650208,0.17650847136974335,0.8799999952316284,0.3632531464099884
87,0.9495000243186951,0.1632266491651535,0.8899999856948853,0.34984150528907776
88,0.9520000219345093,0.1461566686630249,0.8999999761581421,0.32560887932777405
89,0.9520000219345093,0.14794790744781494,0.8880000114440918,0.37416428327560425
90,0.9564999938011169,0.14053286612033844,0.8920000195503235,0.3533121347427368
91,0.9614999890327454,0.1292657107114792,0.8920000195503235,0.3238072991371155
92,0.9545000195503235,0.13690640032291412,0.8880000114440918,0.4398937523365021
93,0.9559999704360962,0.13649588823318481,0.8840000033378601,0.32831400632858276
94,0.9614999890327454,0.12968623638153076,0.9039999842643738,0.3294491469860077
95,0.9570000171661377,0.13990528881549835,0.8899999856948853,0.30149659514427185
96,0.9570000171661377,0.13333900272846222,0.8939999938011169,0.34075814485549927
97,0.9610000252723694,0.1255604326725006,0.8980000019073486,0.37947264313697815
98,0.9649999737739563,0.11526813358068466,0.8920000195503235,0.34790799021720886
99,0.9539999961853027,0.1412683129310608,0.8939999938011169,0.4692095220088959
100,0.9624999761581421,0.12204508483409882,0.8999999761581421,0.33097952604293823
