Best Val Accuracy: 0.7824,Epoch: 7

epoch,accuracy,loss,val_accuracy,val_loss
1,0.5396904349327087,0.8037429451942444,0.6147704720497131,0.6659334897994995
2,0.6155766248703003,0.6582574844360352,0.6147704720497131,0.6517215371131897
3,0.6155766248703003,0.6459904909133911,0.6147704720497131,0.6311408877372742
4,0.619071364402771,0.6239272952079773,0.6666666865348816,0.5999853610992432
5,0.6560159921646118,0.5942217707633972,0.7445109486579895,0.5591027140617371
6,0.7064403295516968,0.5633590221405029,0.7145708799362183,0.5279619097709656
7,0.7139291167259216,0.5448419451713562,0.7824351191520691,0.49867498874664307
8,0.7398901581764221,0.5318322777748108,0.7624750733375549,0.48499226570129395
9,0.7388916611671448,0.527741014957428,0.7704590559005737,0.47178953886032104
10,0.751872181892395,0.5093355774879456,0.7744510769844055,0.47115790843963623
