Best Val Accuracy: 0.9002,Epoch: 6

epoch,accuracy,loss,val_accuracy,val_loss
1,0.7383924126625061,0.5353677868843079,0.826347291469574,0.43178531527519226
2,0.8262606263160706,0.401311993598938,0.8083832263946533,0.40498098731040955
3,0.8647029399871826,0.34379634261131287,0.8882235288619995,0.3384987413883209
4,0.8976535201072693,0.2992822527885437,0.8722555041313171,0.3162480294704437
5,0.8966550230979919,0.287859708070755,0.8642714619636536,0.3335528075695038
6,0.9081377983093262,0.2499537467956543,0.9001995921134949,0.3010598123073578
7,0.9141287803649902,0.22521507740020752,0.8642714619636536,0.3615584075450897
8,0.9221168160438538,0.21841640770435333,0.8483033776283264,0.3329252302646637
9,0.9201198220252991,0.20680710673332214,0.8882235288619995,0.3018510043621063
10,0.9425861239433289,0.17208503186702728,0.8782435059547424,0.323495090007782
