Best Val Accuracy: 0.9180,Epoch: 99

epoch,accuracy,loss,val_accuracy,val_loss
1,0.5680000185966492,0.6702321171760559,0.628000020980835,0.6462069749832153
2,0.6710000038146973,0.6071522235870361,0.628000020980835,0.6486886143684387
3,0.6690000295639038,0.5984737873077393,0.6520000100135803,0.6277013421058655
4,0.6769999861717224,0.5984628796577454,0.699999988079071,0.6078023910522461
5,0.6740000247955322,0.601434588432312,0.722000002861023,0.6110870242118835
6,0.7210000157356262,0.5625388622283936,0.7059999704360962,0.5823113322257996
7,0.734499990940094,0.5406969785690308,0.6819999814033508,0.5812615156173706
8,0.7294999957084656,0.5362997651100159,0.7960000038146973,0.5599325299263
9,0.7505000233650208,0.5322704911231995,0.7260000109672546,0.5525968074798584
10,0.7754999995231628,0.5011990070343018,0.7940000295639038,0.5356072783470154
11,0.7789999842643738,0.4910752475261688,0.7179999947547913,0.5987399816513062
12,0.7770000100135803,0.491961270570755,0.7960000038146973,0.5262571573257446
13,0.8019999861717224,0.46518710255622864,0.800000011920929,0.5092039108276367
14,0.796999990940094,0.4667726159095764,0.7960000038146973,0.5105339884757996
15,0.7760000228881836,0.4817561209201813,0.7179999947547913,0.6015843152999878
16,0.8084999918937683,0.4477216601371765,0.7860000133514404,0.4884330630302429
17,0.8119999766349792,0.4476171135902405,0.8100000023841858,0.4787411391735077
18,0.8305000066757202,0.41821184754371643,0.8240000009536743,0.48327338695526123
19,0.8230000138282776,0.4192851185798645,0.8240000009536743,0.472200870513916
20,0.7954999804496765,0.4439212679862976,0.7940000295639038,0.5200926661491394
21,0.8339999914169312,0.4034704267978668,0.7979999780654907,0.4680982828140259
22,0.8485000133514404,0.3905075788497925,0.7879999876022339,0.46077072620391846
23,0.8519999980926514,0.3815385699272156,0.843999981880188,0.45753276348114014
24,0.859000027179718,0.3681085705757141,0.8539999723434448,0.4160827100276947
25,0.8665000200271606,0.3597773015499115,0.7839999794960022,0.5610494017601013
26,0.8809999823570251,0.3455340564250946,0.871999979019165,0.4142061769962311
27,0.859499990940094,0.3583267629146576,0.8460000157356262,0.46924692392349243
28,0.8759999871253967,0.34157076478004456,0.8740000128746033,0.3997545838356018
29,0.8845000267028809,0.319535493850708,0.8759999871253967,0.3836737275123596
30,0.8815000057220459,0.32947319746017456,0.8619999885559082,0.3803652822971344
31,0.8755000233650208,0.3296974003314972,0.8759999871253967,0.38160476088523865
