Best Val Accuracy: 0.8523,Epoch: 47

epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.6125811338424683,0.6799055933952332,0.6147704720497131,0.6642626523971558,0.0010000000474974513
2,0.6150773763656616,0.6616210341453552,0.6147704720497131,0.6514266133308411,0.0010000000474974513
3,0.6225661635398865,0.6363592147827148,0.6187624931335449,0.623507559299469,0.0010000000474974513
4,0.6570144891738892,0.5721486806869507,0.7025948166847229,0.5564352869987488,0.0010000000474974513
5,0.7114328742027283,0.5250601768493652,0.7305389046669006,0.5231450796127319,0.0010000000474974513
6,0.7553669214248657,0.48534154891967773,0.742514967918396,0.49723243713378906,0.0010000000474974513
7,0.7658511996269226,0.46223145723342896,0.7405189871788025,0.5095254778862,0.0010000000474974513
8,0.7738392353057861,0.45516008138656616,0.802395224571228,0.4601203203201294,0.0010000000474974513
9,0.7818272709846497,0.44877204298973083,0.7804391384124756,0.46370387077331543,0.0010000000474974513
10,0.8047928214073181,0.4213089942932129,0.826347291469574,0.43619194626808167,0.0010000000474974513
11,0.7893159985542297,0.421122670173645,0.802395224571228,0.4497281312942505,0.0010000000474974513
12,0.8047928214073181,0.412503719329834,0.8203592896461487,0.41854244470596313,0.0010000000474974513
13,0.8117823004722595,0.4145013093948364,0.832335352897644,0.4182380139827728,0.0010000000474974513
14,0.818272590637207,0.3991153836250305,0.8143712282180786,0.4194309115409851,0.0010000000474974513
15,0.815277099609375,0.3941943049430847,0.8103792667388916,0.4261431097984314,0.0010000000474974513
16,0.8242636322975159,0.38916608691215515,0.8123752474784851,0.4108756184577942,0.0010000000474974513
17,0.8102845549583435,0.4033390283584595,0.8303393125534058,0.4130809009075165,0.0010000000474974513
18,0.8217673301696777,0.3826025724411011,0.826347291469574,0.39614158868789673,0.0010000000474974513
19,0.8292561173439026,0.379198282957077,0.8203592896461487,0.3923356831073761,0.0010000000474974513
20,0.8447328805923462,0.37223199009895325,0.8183632493019104,0.4230942726135254,0.0010000000474974513
21,0.8432351350784302,0.3682369887828827,0.826347291469574,0.39698588848114014,0.0010000000474974513
22,0.8327508568763733,0.3607659637928009,0.8043912053108215,0.42731690406799316,0.0010000000474974513
23,0.8422366380691528,0.35985440015792847,0.8403193354606628,0.37858885526657104,0.0005000000237487257
24,0.8457313776016235,0.3511493504047394,0.8243513107299805,0.38711899518966675,0.0005000000237487257
25,0.8447328805923462,0.35995572805404663,0.8343313336372375,0.3759525716304779,0.0005000000237487257
26,0.8487269282341003,0.351104199886322,0.8383233547210693,0.37431180477142334,0.0005000000237487257
27,0.8487269282341003,0.34966322779655457,0.8303393125534058,0.3772580623626709,0.0005000000237487257
28,0.8552171587944031,0.3430691957473755,0.8383233547210693,0.3727644979953766,0.0005000000237487257
29,0.8482276797294617,0.3440147042274475,0.8463073968887329,0.3744833767414093,0.0005000000237487257
30,0.8467299342155457,0.34840473532676697,0.8283433318138123,0.3723907768726349,0.0005000000237487257
31,0.849226176738739,0.34362274408340454,0.8403193354606628,0.37182098627090454,0.0005000000237487257
32,0.8517224192619324,0.3396279215812683,0.8463073968887329,0.3710611164569855,0.0005000000237487257
33,0.8537194132804871,0.3424811065196991,0.8423153758049011,0.3854944109916687,0.0005000000237487257
34,0.8567149043083191,0.33964410424232483,0.8483033776283264,0.373859703540802,0.0005000000237487257
35,0.8487269282341003,0.3400557041168213,0.8383233547210693,0.3678213655948639,0.0005000000237487257
36,0.8562156558036804,0.3350420296192169,0.8502994179725647,0.36983782052993774,0.0005000000237487257
37,0.8537194132804871,0.33102232217788696,0.8443113565444946,0.36716988682746887,0.0005000000237487257
38,0.8567149043083191,0.329889178276062,0.8502994179725647,0.37053969502449036,0.0005000000237487257
39,0.8592112064361572,0.3299800753593445,0.8383233547210693,0.36514851450920105,0.0005000000237487257
40,0.8597104549407959,0.32405874133110046,0.8403193354606628,0.3755939304828644,0.0005000000237487257
41,0.8647029399871826,0.324077844619751,0.8443113565444946,0.36763983964920044,0.0005000000237487257
42,0.8592112064361572,0.32540950179100037,0.8423153758049011,0.3654685914516449,0.0005000000237487257
43,0.8602097034454346,0.3206583857536316,0.8443113565444946,0.36443009972572327,0.0002500000118743628
44,0.8627059459686279,0.31756696105003357,0.8423153758049011,0.36460328102111816,0.0002500000118743628
45,0.864203691482544,0.31782540678977966,0.8483033776283264,0.36364930868148804,0.0002500000118743628
46,0.8622066974639893,0.3170200288295746,0.8403193354606628,0.3650114834308624,0.0002500000118743628
47,0.864203691482544,0.31604093313217163,0.8522953987121582,0.3690513074398041,0.0002500000118743628
48,0.8627059459686279,0.3158511221408844,0.8423153758049011,0.36338624358177185,0.0002500000118743628
49,0.867199182510376,0.3131985366344452,0.8423153758049011,0.36488163471221924,0.0002500000118743628
50,0.8637044429779053,0.3162095546722412,0.8443113565444946,0.36343327164649963,0.0002500000118743628
51,0.8632051944732666,0.31204912066459656,0.8443113565444946,0.3620174825191498,0.0002500000118743628
52,0.868696928024292,0.3121185004711151,0.8463073968887329,0.3654484450817108,0.0002500000118743628
53,0.867199182510376,0.31459254026412964,0.8463073968887329,0.3620535433292389,0.0002500000118743628
54,0.86570143699646,0.31446102261543274,0.8443113565444946,0.3717995882034302,0.0002500000118743628
55,0.867199182510376,0.3120272159576416,0.8463073968887329,0.36156371235847473,0.0001250000059371814
56,0.867199182510376,0.3083736300468445,0.8443113565444946,0.36399778723716736,0.0001250000059371814
57,0.86570143699646,0.3091238737106323,0.8463073968887329,0.36191195249557495,0.0001250000059371814
58,0.8726909756660461,0.30867794156074524,0.8423153758049011,0.3615363538265228,0.0001250000059371814
59,0.8676984310150146,0.3069949150085449,0.8403193354606628,0.36132848262786865,6.25000029685907e-05
60,0.8716924786567688,0.30676785111427307,0.8423153758049011,0.36139199137687683,6.25000029685907e-05
61,0.8706939816474915,0.30635198950767517,0.8443113565444946,0.36139485239982605,6.25000029685907e-05
