Best Val Accuracy: 0.8643,Epoch: 9

epoch,accuracy,loss,val_accuracy,val_loss
1,0.5876185894012451,0.6977568864822388,0.6247504949569702,0.6002115607261658
2,0.7039440870285034,0.5632179975509644,0.7564870119094849,0.4961989223957062
3,0.750374436378479,0.4983152747154236,0.7984032034873962,0.43856081366539
4,0.8067898154258728,0.44220826029777527,0.8463073968887329,0.40375983715057373
5,0.8322516083717346,0.40010640025138855,0.7944111824035645,0.44993022084236145
6,0.8302546143531799,0.39307719469070435,0.8423153758049011,0.3786475658416748
7,0.8472291827201843,0.37491461634635925,0.8283433318138123,0.39880743622779846
8,0.8527209162712097,0.35679447650909424,0.8602794408798218,0.3629721403121948
9,0.867199182510376,0.33723241090774536,0.8642714619636536,0.3524961471557617
10,0.8766849637031555,0.3214585483074188,0.8483033776283264,0.3546637296676636
